#topo1 ((O,P3),P2,P1);
#topo2 ((O,P2),P3,P1);
#topo3 ((O,P1),P3,P2);
topo1	topo2	topo3
274413	69074	47138
72600	11775	306250
209975	93400	87250
163140	89115	138370
124098	75176	191351
283260	66495	40870
290483	45696	54446
107343	173471	109811
123425	173400	93800
335650	22200	32775
127725	234350	28550
252375	51540	86710
277225	6000	107400
132682	101355	156588
92375	236500	61750
119350	149825	121450
197925	51100	141600
306875	26250	57500
122575	179150	88900
310875	33000	46750
327679	44523	18423
165675	99750	125200
281250	12775	96600
196661	157526	36438
168100	123375	99150
280340	62640	47645
108775	65000	216850
297125	93500	0
306925	30600	53100
155750	55000	179875
155145	123250	112230
200195	99140	91290
272550	62400	55675
107250	199875	83500
127525	128750	134350
93750	296875	0
50625	165000	175000
240400	20850	129375
216620	168590	5415
186310	28470	175845
384000	5400	1225
185575	146700	58350
218200	29400	143025
52900	288000	49725
182800	185325	22500
237503	107098	46024
134875	153450	102300
109375	0	281250
253690	69280	67655
194650	24375	171600
124375	180925	85325
318225	66450	5950
169837	134694	86094
111000	101650	177975
59375	40125	291125
237100	55200	98325
165120	79820	145685
118175	56375	216075
162785	137130	90710
101350	274275	15000
193125	67500	130000
332875	42250	15500
209264	64957	116404
193962	81546	115117
170800	126400	93425
175095	100620	114910
106245	218560	65820
226825	97200	66600
316975	72450	1200
162500	165350	62775
184216	144088	62321
303025	37450	50150
390625	0	0
107999	203413	79213
90065	137705	162855
204000	88600	98025
350175	21250	19200
248179	41796	100650
131250	62925	196450
233125	91250	66250
195622	74217	120786
328125	0	62500
262500	76625	51500
173175	106750	110700
290125	20600	79900
390625	0	0
338125	52500	0
390625	0	0
81600	12150	296875
114283	122088	154254
231075	90100	69450
160016	150593	80016
296875	77850	15900
170475	90600	129550
198225	32075	160325
180000	91000	119625
148885	110220	131520
256075	50400	84150
133350	153375	103900
220329	75348	94948
212750	54000	123875
110800	137200	142625
130975	130800	128850
137869	127985	124771
86250	62500	241875
116250	55125	219250
206191	77266	107168
121316	112788	156521
256250	63450	70925
234375	156250	0
82525	129250	178850
356875	0	33750
305106	75772	9747
218050	96250	76325
184375	150000	56250
95025	255550	40050
171152	164299	55174
330633	30284	29708
98450	181050	111125
293750	68125	28750
269700	69750	51175
220323	80126	90176
189975	125400	75250
117500	139925	133200
116875	166875	106875
188540	66730	135355
103710	165190	121725
192660	112855	85110
85625	192400	112600
343750	21600	25275
148150	178625	63850
377275	8550	4800
243887	36394	110344
59150	158650	172825
138375	76375	175875
152150	75300	163175
245168	67130	78327
269825	108300	12500
111550	174800	104275
272245	60690	57690
57375	143250	190000
62575	285300	42750
241871	36252	112502
115071	116852	158702
211585	82720	96320
209375	54700	126550
125000	127500	138125
335625	55000	0
390625	0	0
277825	93325	19475
83695	121170	185760
140525	203250	46850
70900	278625	41100
199875	107125	83625
324525	25125	40975
156590	165830	68205
312500	62500	15625
343750	46875	0
347625	9150	33850
101294	51128	238203
316700	30800	43125
19175	36350	335100
117475	123575	149575
229490	48055	113080
222955	97170	70500
116150	152650	121825
158085	115160	117380
157500	37500	195625
359375	2500	28750
379050	1125	10450
138800	165550	86275
359375	7500	23750
130250	141375	119000
225542	105447	59636
150250	39375	201000
278135	47609	64881
196114	82557	111954
206125	66500	118000
159375	225000	6250
298750	33000	58875
131700	170875	88050
130625	150050	109950
86615	273280	30730
217800	81225	91600
390625	0	0
231583	144884	14158
240000	21875	128750
313000	28125	49500
187364	113629	89632
194540	102705	93380
299925	7500	83200
138725	38150	213750
126615	49930	214080
290313	69906	30406
312500	0	78125
344100	35500	11025
240000	83125	67500
225300	151725	13600
358750	21250	10625
238584	68859	83182
125746	34071	230808
257825	73150	59650
81950	249200	59475
270119	87604	32902
83157	62857	244611
287500	0	103125
198386	121457	70782
203525	126800	60300
218750	84375	87500
183085	117639	89901
383600	3825	3200
238125	27500	125000
129075	36375	225175
350625	30350	9650
201590	92180	96855
236625	43875	110125
134235	157180	99210
245392	69282	75951
162500	71600	156525
281250	61600	47775
157363	202181	31081
75625	78750	236250
383000	1625	6000
138500	127500	124625
94950	167625	128050
156250	150000	84375
73125	2500	315000
275000	57000	58625
167325	169200	54100
235340	48572	106713
143875	96750	150000
31850	96475	262300
154925	150500	85200
355000	16875	18750
192375	115875	82375
239303	127302	24020
115775	122500	152350
228925	107100	54600
96250	94875	199500
134750	59000	196875
274514	60088	56023
127025	126625	136975
45625	19000	326000
229139	115818	45668
282995	76640	30990
197075	64950	128600
91700	117925	181000
286575	13500	90550
330125	21500	39000
390625	0	0
390625	0	0
226400	68900	95325
86475	33550	270600
275000	65625	50000
342425	26600	21600
157600	102550	130475
289500	97250	3875
360025	2500	28100
135750	138175	116700
261625	102000	27000
382000	0	8625
114675	123950	152000
263125	105000	22500
253713	58656	78256
181200	78925	130500
357700	26600	6325
355000	35625	0
173750	96950	119925
381875	0	8750
289150	90075	11400
261800	95425	33400
112375	60700	217550
246836	83157	60632
109375	213750	67500
203700	128175	58750
102803	260894	26928
213750	75400	101475
121250	259375	10000
286580	69835	34210
164075	83750	142800
160710	111695	118220
169375	104375	116875
331200	31925	27500
145550	50000	195075
297750	0	92875
368750	21875	0
147750	154750	88125
173025	153225	64375
84375	26250	280000
128625	158750	103250
262600	9900	118125
143655	119090	127880
81495	60745	248385
127000	75225	188400
89375	271950	29300
131725	139350	119550
105800	132325	152500
186875	141250	62500
183200	135150	72275
138700	80625	171300
158150	112500	119975
270000	50000	70625
88125	127250	175250
244725	30900	115000
255800	50550	84275
271325	26490	92810
254400	44175	92050
240025	135200	15400
40500	204300	145825
229950	35100	125575
140625	35625	214375
215625	165000	10000
213950	108350	68325
103125	97500	190000
283525	20475	86625
196775	113525	80325
103425	233950	53250
390625	0	0
53975	270450	66200
95825	177500	117300
116139	167822	106664
279545	55640	55440
165025	118100	107500
166525	168875	55225
322575	68050	0
253750	93375	43500
121575	161950	107100
163350	113925	113350
65150	267275	58200
265625	59375	65625
291175	47850	51600
157250	185875	47500
216325	70650	103650
71566	279693	39366
288750	11875	90000
145503	167711	77411
137750	68875	184000
176000	94225	120400
304200	32250	54175
115970	105185	169470
237350	137525	15750
122500	16800	251325
144802	53374	192449
158125	22500	210000
61166	258874	70585
82150	49650	258825
237439	64510	88676
76075	40225	274325
302275	0	88350
359375	28750	2500
191250	130975	68400
313800	53200	23625
367275	3825	19525
207679	84648	98298
284375	87500	18750
107826	46858	235941
127299	104886	158440
283750	106875	0
270409	48108	72108
272500	52500	65625
252375	38250	100000
209789	79593	101243
240000	67500	83125
295700	80375	14550
189050	87625	113950
280775	37800	72050
80825	101900	207900
100750	115500	174375
170522	101225	118878
275225	14100	101300
101353	231534	57738
184837	98544	107244
140100	138550	111975
184947	96614	109064
250500	125875	14250
121425	171700	97500
271455	17360	101810
377825	3400	9400
362725	26750	1150
251325	68175	71125
303275	36750	50600
100871	203113	86641
120132	82386	188107
174470	43190	172965
198625	126000	66000
220500	99975	70150
60000	330625	0
160757	100810	129058
323250	23375	44000
221464	84298	84863
58125	159000	173500
160125	145750	84750
268625	100600	21400
335003	38086	17536
144375	0	246250
229891	69042	91692
290950	75175	24500
73950	84550	232125
134675	80000	175950
198475	157650	34500
112983	69064	208578
167079	77994	145552
58750	14375	317500
51625	295750	43250
216360	80895	93370
194225	80100	116300
232650	89525	68450
390625	0	0
334597	28014	28014
273625	14625	102375
296595	42540	51490
93750	296875	0
237750	36000	116875
163750	118875	108000
167025	73750	149850
100705	81805	208115
28750	86300	275575
306025	42300	42300
123980	179285	87360
193391	59746	137488
93025	185800	111800
316372	43713	30540
147950	168425	74250
292725	46900	51000
188762	120269	81594
228700	68025	93900
310875	33000	46750
235170	113090	42365
333750	4375	52500
247825	4200	138600
174675	121400	94550
390625	0	0
145050	188075	57500
68125	315000	7500
310125	11500	69000
151950	172925	65750
314125	45750	30750
359375	31250	0
314575	33000	43050
106500	174500	109625
128400	213875	48350
76769	77074	236782
266150	82875	41600
147250	39375	204000
71875	12250	306500
292825	30150	67650
135425	96400	158800
120825	199225	70575
100625	36425	253575
244550	57900	88175
187500	35100	168025
311375	66250	13000
37825	255000	97800
316625	42000	32000
154475	191150	45000
46875	343750	0
