#topo1 ((O,P3),P2,P1);		
#topo2 ((O,P2),P3,P1);		
#topo3 ((O,P1),P3,P2);		
topo1	topo2	topo3
126875	48375	215375
190625	25000	175000
186875	123875	79875
134662	176388	79575
91625	276500	22500
113906	58478	218241
358675	9450	22500
204725	144900	41000
162500	164000	64125
150509	114884	125232
184825	90900	114900
280375	0	110250
174950	100375	115300
199526	101877	89222
208250	40200	142175
205525	82625	102475
345625	0	45000
84075	256800	49750
117133	198994	74498
121195	59150	210280
115556	61771	213298
181330	157895	51400
191452	140088	59085
256250	59375	75000
118467	123602	148556
316225	57000	17400
231675	63750	95200
157001	143142	90482
151200	104125	135300
189563	148781	52281
182650	117100	90875
310113	43056	37456
265300	118125	7200
198050	161975	30600
120375	230250	40000
219303	76762	94560
272275	65000	53350
189432	147086	54107
253400	17225	120000
175075	205200	10350
81200	204250	105175
278300	78000	34325
339771	35652	15202
96625	232104	61896
124775	91575	174275
113643	84769	192213
136322	176114	78189
272430	72860	45335
121282	172992	96351
207900	85075	97650
275700	57400	57525
132992	108141	149492
138978	101274	150373
259175	100725	30725
174450	101325	114850
143825	187450	59350
240575	86300	63750
232500	118125	40000
246525	56620	87480
247213	48198	95214
198513	49906	142206
345425	17600	27600
263650	56875	70100
203543	95018	92064
330175	55125	5325
143725	209700	37200
80975	226275	83375
160875	18750	211000
238175	85850	66600
306250	48125	36250
145060	81685	163880
279450	22975	88200
264350	67500	58775
295400	95225	0
75125	143350	172150
107040	147945	135640
105341	100748	184536
300550	25050	65025
224525	65900	100200
112900	35000	242725
246375	77075	67175
150870	193840	45915
390625	0	0
170550	73125	146950
150975	132870	106780
128525	101100	161000
199681	160040	30904
90300	5700	294625
216375	102350	71900
193434	139657	57534
266450	122425	1750
37500	276350	76775
129363	207072	54190
133525	83450	173650
329375	11250	50000
202893	79725	108007
234821	43502	112302
183768	107668	99189
143710	101560	145355
153200	196625	40800
166515	12280	211830
170114	94121	126390
70507	85266	234852
51800	97700	241125
240900	89375	60350
203623	87376	99626
104087	130619	155919
71525	221800	97300
200560	66070	123995
137265	188930	64430
112444	179276	98905
115225	212800	62600
168520	132940	89165
72842	235590	82193
75840	153974	160811
276492	42143	71990
264275	62200	64150
239858	99490	51277
253885	64890	71850
187080	99140	104405
91250	179000	120375
132634	78706	179285
46025	222950	121650
379050	5075	6500
175525	160800	54300
234335	122970	33320
190625	82500	117500
85625	215300	89700
161225	128900	100500
128125	93750	168750
220855	48610	121160
158885	140225	91515
180348	89476	120801
184875	148250	57500
363875	15300	11450
169750	103625	117250
255425	134575	625
210125	91625	88875
149051	136320	105254
278503	31518	80604
128150	60600	201875
145785	123993	120847
167858	38046	184721
306750	38500	45375
208500	92625	89500
196250	78125	116250
147775	154775	88075
52925	256600	81100
24775	225650	140200
174478	110531	105616
253750	23125	113750
263420	31040	96165
284245	44180	62200
232970	81433	76222
128074	185788	76763
79207	117084	194334
172725	40050	177850
128755	117990	143880
116499	155855	118271
116700	205175	68750
170855	101369	118401
79050	307675	3900
140425	91200	159000
172470	92765	125390
296850	36000	57775
183875	109050	97700
103185	100030	187410
182259	107058	101308
291904	31698	67023
273550	22750	94325
237440	103925	49260
241250	127450	21925
261950	67850	60825
208900	100325	81400
114151	130098	146376
204525	41600	144500
136335	69120	185170
185925	100600	104100
29775	259350	101500
156265	130280	104080
353684	18819	18122
83475	260250	46900
121520	75935	193170
175300	102575	112750
159406	129621	101598
91900	177300	121425
80654	42804	267167
96625	190250	103750
234765	98535	57325
311475	36150	43000
257325	68950	64350
31609	196284	162732
270225	68150	52250
149925	147075	93625
157125	13750	219750
140300	218275	32050
125425	154900	110300
304250	41925	44450
60680	40970	288975
275504	43003	72118
85875	209075	95675
159147	155034	76444
390625	0	0
98000	124410	168215
244375	135000	11250
192857	147034	50734
60675	123650	206300
111200	48750	230675
278125	46125	66375
169075	17250	204300
141555	65860	183210
255901	32742	101982
44768	279039	66818
280625	55550	54450
332325	55300	3000
171700	193275	25650
144575	129050	117000
335500	45750	9375
144390	122329	123906
332750	18750	39125
199725	34500	156400
77953	84528	228144
90369	90128	210128
126425	134825	129375
324925	30750	34950
132900	183325	74400
191650	124450	74525
178125	81250	131250
171925	153000	65700
150940	148305	91380
147025	99400	144200
168200	23625	198800
100725	120650	169250
305675	25922	59028
208779	114818	67028
103826	125823	160976
180126	110852	99647
304910	54595	31120
158125	151850	80650
67625	102125	220875
62275	300600	27750
93925	174875	121825
182518	68016	140091
202367	63194	125064
260900	21800	107925
83870	214080	92675
165325	117000	108300
311556	23883	55186
167542	116397	106686
190489	130939	69197
355841	14917	19867
125807	170210	94608
212600	125450	52575
137450	47350	205825
102419	71297	216909
205075	144700	40850
170450	97175	123000
159725	114650	116250
202965	52705	134955
152300	105200	133125
106200	92650	191775
115350	67125	208150
244525	119200	26900
228100	72100	90425
275450	51450	63725
186500	81525	122600
325500	27500	37625
131025	111800	147800
110350	32025	248250
92475	137200	160950
67500	120000	203125
63507	224304	102814
190451	96737	103437
133697	159214	97714
156175	85250	149200
319041	28592	42992
161575	85000	144050
146165	200100	44360
125750	195750	69125
72580	68073	249972
156965	124590	109070
277800	29575	83250
175409	157208	58008
113178	184577	92870
182355	118960	89310
249375	26250	115000
246025	105000	39600
147000	138950	104675
188129	117353	85143
226710	58385	105530
243625	73650	73350
133715	66180	190730
121750	249665	19210
354800	17200	18625
197408	112836	80381
135086	61027	194512
280410	35245	74970
161582	77036	152007
118743	209316	62566
315000	0	75625
162749	166302	61574
135135	122399	133091
140100	117000	133525
73475	243050	74100
290678	36786	63161
298000	51900	40725
174985	123470	92170
101032	113796	175797
384575	4775	1275
262535	86370	41720
143225	115000	132400
163123	97423	130079
188100	103825	98700
163776	151588	75261
177875	77500	135250
164431	124047	102147
327900	39250	23475
187709	127580	75336
335625	40000	15000
165125	121200	104300
123909	46908	219808
151530	58655	180440
181395	104840	104390
271000	59625	60000
131239	213273	46113
152775	79650	158200
218344	113229	59052
6200	37800	346625
167698	73900	149027
148925	119100	122600
270750	67475	52400
219766	60819	110040
298525	41925	50175
161989	127402	101234
361625	27000	2000
55750	122250	212625
187500	37375	165750
153245	84095	153285
304750	37250	48625
167575	97600	125450
172175	149000	69450
203750	100800	86075
219062	96594	74969
113300	64875	212450
292500	27250	70875
207050	101325	82250
337200	39750	13675
105634	108054	176937
131000	139125	120500
229025	117950	43650
152455	117230	120940
128731	155327	106567
220000	70375	100250
116715	86165	187745
267975	96250	26400
165925	11550	213150
114300	184419	91906
328125	37500	25000
185500	82375	122750
190550	66950	133125
229391	96684	64550
226875	118000	45750
211280	122615	56730
121475	61675	207475
123600	105300	161725
225725	113000	51900
183750	107650	99225
136732	119802	134091
193924	27663	169038
225225	121800	43600
176600	80625	133400
109990	100250	180385
147325	75430	167870
107450	90750	192425
189375	106800	94450
270579	86206	33840
113583	93874	183168
251157	75684	63784
153475	65750	171400
214500	106425	69700
177505	108060	105060
196690	114130	79805
18475	329275	42875
171525	120200	98900
138275	132600	119750
104970	154765	130890
214000	152625	24000
114963	158068	117594
167525	111800	111300
188809	100608	101208
283813	58944	47868
51263	232896	106466
26325	133125	231175
161679	133282	95664
385200	0	5425
118100	78425	194100
209957	78072	102596
103125	226825	60675
98110	208390	84125
198800	71825	120000
164250	110500	115875
196875	50500	143250
195525	151650	43450
246365	81425	62835
297930	44660	48035
116525	129450	144650
151375	161750	77500
162507	46915	181203
95980	225970	68675
321825	51400	17400
85725	170700	134200
