#topo1 ((O,P3),P2,P1);
#topo2 ((O,P2),P3,P1);
#topo3 ((O,P1),P3,P2);
topo1	topo2	topo3
167183	114321	109121
159041	156665	74919
254467	37306	98852
213327	72290	105008
107655	163495	119475
103747	95394	191484
113975	196925	79725
135146	100065	155414
124045	152870	113710
95396	187713	107516
205510	104895	80220
209989	97148	83488
155611	145436	89578
151098	106503	133024
127157	105398	158070
169383	90246	130996
122900	174450	93275
180475	106390	103760
204557	85860	100208
142277	120884	127464
230096	105203	55326
205750	52980	131895
139270	77730	173625
92906	233036	64683
98620	77062	214943
106582	207437	76606
164455	133110	93060
146215	207254	37156
192675	95700	102250
73869	255067	61689
212340	73980	104305
142235	176790	71600
167575	179250	43800
307225	55125	28275
215167	99443	76015
89992	201109	99524
127480	111490	151655
198915	108124	83586
100590	214005	76030
271367	95318	23940
140618	112136	137871
143456	110361	136808
95403	92538	202684
168296	133613	88716
142371	192927	55327
230200	46560	113865
217815	15625	157185
223920	100340	66365
78485	219135	93005
197034	98136	95455
138374	113431	138820
166370	120870	103385
243735	87520	59370
228675	99850	62100
82164	62797	245664
130775	44200	215650
144241	81816	164568
235031	87981	67613
215075	79960	95590
99450	170890	120285
115500	105225	169900
232435	77340	80850
175679	92938	122008
173490	97630	119505
148000	108950	133675
183099	133209	74317
199405	111630	79590
135294	176029	79302
250247	96056	44322
124411	107457	158757
207241	100104	83280
204251	95651	90723
103488	75286	211851
349575	12450	28600
169794	105338	115493
323550	27350	39725
148791	112096	129738
115750	107950	166925
150809	103101	136715
151802	134748	104075
89950	186050	114625
324955	31825	33845
200626	120198	69801
147925	117065	125635
164294	145428	80903
284550	33425	72650
166549	104778	119298
201928	92343	96354
171205	59910	159510
90597	250939	49089
164644	107927	118054
90810	59370	240445
104275	93150	193200
287445	81010	22170
161290	105830	123505
120875	147250	122500
292486	25929	72210
61753	249284	79588
128518	134168	127939
265000	91995	33630
310900	35250	44475
182325	89950	118350
145650	87000	157975
141606	85965	163054
140505	124750	125370
57950	243550	89125
131744	156717	102164
165399	126514	98712
217947	80047	92631
191343	92595	106687
227475	103175	59975
120195	87402	183028
88889	170226	131510
139150	144175	107300
190188	103353	97084
237845	84484	68296
160642	118173	111810
136786	129731	124108
128036	163898	98691
185017	82044	123564
173210	134434	82981
161761	107375	121489
221775	100925	67925
137230	176145	77250
175791	76716	138118
165320	85970	139335
145978	108765	135882
128284	168961	93380
174754	154025	61846
201310	39920	149395
78069	192902	119654
139177	85279	166169
256540	64255	69830
191985	119684	78956
58910	247325	84390
239408	49151	102066
109175	161351	120099
232675	58600	99350
202225	49254	139146
250120	60765	79740
175075	134650	80900
218685	83824	88116
285350	64575	40700
267120	68490	55015
159375	64425	166825
204625	100160	85840
302477	56028	32120
71300	140175	179150
162535	126675	101415
193615	130852	66158
168969	173369	48287
154582	152504	83539
206751	106567	77307
178648	96860	115117
162345	116490	111790
185480	46685	158460
167322	94396	128907
154462	131187	104976
190117	90470	110038
109582	127582	153461
135860	89830	164935
120541	173306	96778
131620	93915	165090
155758	122962	111905
176836	126581	87208
215662	53994	120969
131448	113644	145533
148230	111109	131286
122158	135749	132718
147025	138825	104775
230069	83628	76928
180302	61702	148621
133426	92423	164776
134554	146278	109793
147167	94706	148752
258918	53491	78216
78001	221792	90832
310066	33900	46659
130454	90658	169513
170935	50400	169290
193721	100036	96868
93090	94360	203175
162505	159660	68460
51825	224775	114025
184125	135250	71250
220643	54595	115387
113375	92050	185200
121046	210433	59146
206655	115375	68595
138000	139000	113625
