0,1,2
182006,120830,87789
143368,123000,124257
148106,118926,123593
126908,128832,134885
144393,122720,123512
117421,147131,126073
119937,117220,153468
157303,115526,117796
157040,120807,112778
131973,132551,126101
156412,96510,137703
134416,140647,115562
115508,153635,121482
141618,127680,121327
131158,116183,143284
149114,118614,122897
140913,126307,123405
119283,106749,164593
177523,106911,106191
154030,110057,126538
201018,99715,89892
114997,118185,157443
137015,147219,106391
160171,121494,108960
112431,127207,150987
130587,115864,144174
158555,110378,121692
172271,105734,112620
273286,60924,56415
118431,116476,155718
136329,99863,154433
142269,128120,120236
143737,113774,133114
140722,117847,132056
129867,117508,143250
201927,93514,95184
123670,123454,143501
158670,114319,117636
134316,128507,127802
130643,123268,136714
175350,82282,132993
148826,120126,121673
156505,109478,124642
134835,117983,137807
126173,103940,160512
145965,136721,107939
134763,123104,132758
120203,111867,158555
150021,100266,140338
207344,89865,93416
131855,132119,126651
129930,135730,124965
135462,127575,127588
122381,129518,138726
153572,124063,112990
145788,112685,132152
127856,129622,133147
137015,98610,155000
139020,136581,115024
154295,97184,139146
110924,143645,136056
141830,122690,126105
140540,147017,103068
120877,105787,163961
145788,120684,124153
156832,114250,119543
124610,131728,134287
155806,148136,86683
140945,144565,105115
101051,144658,144916
127898,140207,122520
129639,130300,130686
110921,144786,134918
130416,124153,136056
145095,111365,134165
119368,152578,118679
162652,108530,119443
137977,125589,127059
90352,114524,185749
132731,141859,116035
129374,150103,111148
127681,109408,153536
153284,129450,107891
131545,115106,143974
131704,116090,142831
136086,130289,124250
133976,112156,144493
134289,135767,120569
139720,133025,117880
173773,115061,101791
128910,125146,136569
146470,108437,135718
109047,110671,170907
120683,122962,146980
156820,112305,121500
124226,130557,135842
131776,105371,153478
146705,110693,133227
162753,123985,103887
125609,128515,136501
117344,149089,124192
127108,122103,141414
170346,133479,86800
151073,97790,141762
151789,127386,111450
105857,122074,162694
153702,142569,94354
132068,128401,130156
161689,112385,116551
157778,121457,111390
187562,121944,81119
116537,141007,133081
121230,139072,130323
161074,134900,94651
157682,121220,111723
124200,110315,156110
138857,133505,118263
145332,111217,134076
185832,98974,105819
158974,139259,92392
146413,129799,114413
169836,95414,125375
106611,135800,148214
143503,114547,132575
127861,120448,142316
120087,97755,172783
145766,94683,150176
131068,134490,125067
128140,116490,145995
219844,91458,79323
176218,105532,108875
102780,166680,121165
176612,112669,101344
170631,105932,114062
153799,126374,110452
120121,132232,138272
102793,140755,147077
171879,104212,114534
138122,149342,103161
148479,126105,116041
185555,96610,108460
129961,131679,128985
118500,141345,130780
142134,128552,119939
117367,159875,113383
145324,137222,108079
161663,102218,126744
97692,125283,167650
148888,130954,110783
150682,119571,120372
132661,143911,114053
154634,123653,112338
120106,121897,148622
127142,130855,132628
113770,186319,90536
161774,112872,115979
149466,111400,129759
162137,98579,129909
125726,155257,109642
141459,87025,162141
140129,126478,124018
149883,103386,137356
154199,121329,115097
170880,114394,105351
168073,109371,113181
121223,149084,120318
141342,121316,127967
96268,103249,191108
107691,182461,100473
144896,117048,128681
159363,122880,108382
132619,134043,123963
175720,111723,103182
129042,103625,157958
168981,107494,114150
130012,126530,134083
143805,107588,139232
166258,106853,117514
129984,110943,149698
116733,119015,154877
198227,88514,103884
113960,143283,133382
167559,110624,112442
104732,173692,112201
123236,125470,141919
115596,112219,162810
147382,142000,101243
109490,168827,112308
153418,115435,121772
152769,114689,123167
114712,106337,169576
127923,137829,124873
145756,126395,118474
123360,134347,132918
153928,117400,119297
159137,111291,120197
133018,125296,132311
104082,175464,111079
135780,124211,130634
123730,109174,157721
150251,117167,123207
149907,93690,147028
134206,122900,133519
126712,132185,131728
112238,132582,145805
164098,131438,95089
128621,128929,133075
90310,143922,156393
171017,97425,122183
146778,109072,134775
180731,109345,100549
134588,133534,122503
169664,105692,115269
145105,125087,120433
135950,132801,121874
180516,99749,110360
127254,122412,140959
146004,130685,113936
203045,90211,97369
142606,129390,118629
135059,111317,144249
137838,142886,109901
133152,120394,137079
119586,129634,141405
138596,96893,155136
187453,99388,103784
89854,192638,108133
169240,110966,110419
123407,140225,126993
131671,121254,137700
120926,151952,117747
