0,1,2
28750,59400,302475
109465,117440,163720
94349,71168,225108
60627,45552,284446
56972,84922,248731
202545,66600,121480
298100,16550,75975
147166,74328,169131
123575,136625,130425
140345,113075,137205
99760,148532,142333
110245,148925,131455
102575,145375,142675
22150,92925,275550
135400,116025,139200
197600,7500,185525
106450,101275,182900
209525,85800,95300
110100,146300,134225
157765,78050,154810
48750,192500,149375
218550,80925,91150
230400,38995,121230
132475,49825,208325
227807,89348,73470
165545,64380,160700
242425,59700,88500
69250,119500,201875
28025,123425,239175
154908,73421,162296
165350,155025,70250
135819,54544,200262
82050,96800,211775
219445,73316,97864
88025,86950,215650
116900,180850,92875
132149,68184,190292
143800,34950,211875
150545,54070,186010
78971,44900,266754
84845,130875,174905
64474,147952,178199
161065,56355,173205
108444,150513,131668
139030,110865,140730
89100,127100,174425
99675,58750,232200
135243,104509,150873
188515,100890,101220
85519,121806,183300
63300,128025,199300
48225,36300,306100
25000,204425,161200
126915,121270,142440
103510,96310,190805
82110,90805,217710
83504,72248,234873
120550,154925,115150
69752,75891,244982
64100,90450,236075
154475,73200,162950
128907,139925,121793
185874,66098,138653
49450,16100,325075
91935,103135,195555
193000,91300,106325
18750,103000,268875
276700,16875,97050
142593,121871,126161
89822,134121,166682
121850,93485,175290
161125,99050,130450
62114,119408,209103
115425,133400,141800
23250,6000,361375
29500,146250,214875
189450,118800,82375
94450,80500,215675
101705,121980,166940
132190,135247,123188
63250,161625,165750
155060,68210,167355
122900,125380,142345
35600,17750,337275
215080,37480,138065
163105,60330,167190
37254,79547,273824
19135,75335,296155
159475,174300,56850
69725,115025,205875
170992,68392,151241
146275,155075,89275
246775,76575,67275
117825,68650,204150
102635,51945,236045
52745,79215,258665
122450,118175,150000
135825,134325,120475
81093,75352,234180
284100,12600,93925
167500,69975,153150
140600,58100,191925
121900,140525,128200
75125,7000,308500
67899,77799,244927
250090,67432,73103
114550,104575,171500
86866,100667,203092
93875,164600,132150
164655,77905,148065
230575,60500,99550
59700,63750,267175
219450,62150,109025
147529,115324,127772
102850,70300,217475
73840,105222,211563
104970,210650,75005
83275,166900,140450
28082,36584,325959
149997,69121,171507
104810,111282,174533
64575,102175,223875
169687,112615,108323
106950,38975,244700
83030,109080,198515
93966,92633,204026
83125,146250,161250
123670,161550,105405
171275,101568,117782
179300,46900,164425
103775,118550,168300
107730,116186,166709
109957,71291,209377
121354,113432,155839
200500,73750,116375
166275,76900,147450
108250,102000,180375
91425,116775,182425
136775,145450,108400
97456,31906,261263
105415,113720,171490
208381,76478,105766
80681,60206,249738
113440,114070,163115
91685,121835,177105
133773,125940,130912
200097,57712,132816
159575,115800,115250
163365,154180,73080
138661,124288,127676
122400,137775,130450
114348,108198,168079
122344,59602,208679
85875,110375,194375
89874,115224,185527
145125,118825,126675
17225,66900,306500
134900,138525,117200
160147,136238,94240
131700,110275,148650
188100,21375,181150
94475,21275,274875
75283,52158,263184
96687,144231,149707
45236,237240,108149
202615,46045,141965
120050,79900,190675
126216,96308,168101
179290,48080,163255
158075,54125,178425
71220,92365,227040
249675,20350,120600
122775,110150,157700
159140,32228,199257
204900,20400,165325
160550,85324,144751
252658,22218,115749
12025,900,377700
81425,72950,236250
127502,106666,156457
122820,76675,191130
100646,158611,131368
135200,20625,234800
124350,85700,180575
104974,73595,212056
222817,88929,78879
195525,65200,129900
105176,71444,214005
114945,111345,164335
255468,52516,82641
92550,120325,177750
51125,165850,173650
130547,131652,128426
139960,97820,152845
124420,98325,167880
78265,82140,230220
152590,124470,113565
89137,140922,160566
90957,89864,209804
60900,186175,143550
218750,0,171875
31175,13700,345750
178050,100475,112100
183705,108685,98235
66110,119050,205465
163761,103863,123001
99825,109700,181100
57920,78295,254410
44677,74738,271210
75825,45075,269725
205800,106950,77875
250475,90675,49475
67000,59150,264475
195329,94021,101275
100983,98533,191109
122575,101875,166175
91367,90949,208309
165300,84575,140750
44025,17525,329075
69306,108356,212963
46150,200,344275
77600,117400,195625
200700,90300,99625
134227,129434,126964
106099,66580,217946
83025,147925,159675
142300,67625,180700
120535,121435,148655
228100,58350,104175
199450,71500,119675
105475,86575,198575
253100,31150,106375
96450,149775,144400
117456,106278,166891
156175,78700,155750
114515,124205,151905
90982,140326,159317
108267,78747,203611
151079,112186,127360
47900,62075,280650
178125,75000,137500
122947,146164,121514
132375,24650,233600
85729,92928,211968
96550,96625,197450
94125,87250,209250
122750,63600,204275
166250,144375,80000
105275,135055,150295
127728,123164,139733
115424,76374,198827
70968,68398,251259
113250,100600,176775
55625,58750,276250
113469,38758,238398
121146,50464,219015
107065,96160,187400
201375,58600,130650
35484,27388,327753
81495,145175,163955
181874,45124,163627
122100,160100,108425
209582,108901,72142
158025,15400,217200
151295,113595,125735
91541,118113,180971
36414,43803,310408
115550,93500,181575
215050,64600,110975
124895,170695,95035
181350,109375,99900
106450,130550,153625
249900,72375,68350
135575,16575,238475
166175,75950,148500
47500,10800,332325
15850,228125,146650
129242,122766,138617
120675,105600,164350
236001,72212,82412
121525,112350,156750
153600,117550,119475
72825,120800,197000
159425,146575,84625
130988,126563,133074
96200,107100,187325
147475,102450,140700
130465,117795,142365
148697,66097,175831
87700,132700,170225
113066,100195,177364
71050,155200,164375
150400,115350,124875
130619,142494,117512
91830,90680,208115
143850,117000,129775
138675,136050,115900
115375,67375,207875
153259,74504,162862
62625,157850,170150
151200,65250,174175
191957,91871,106797
146752,77521,166352
121300,150600,118725
131507,140847,118271
246925,68950,74750
86290,94740,209595
261125,11700,117800
117000,149200,124425
69585,81215,239825
116869,136019,137737
132875,18000,239750
107800,101250,181575
49100,26250,315275
130030,95490,165105
71800,93775,225050
35825,79225,275575
56300,182950,151375
30750,53300,306575
177400,92450,120775
92500,170000,128125
208574,88204,93847
162956,110554,117115
105850,39775,245000
71315,52465,266845
142575,132400,115650
178325,80700,131600
110700,112800,167125
125691,107348,157586
35000,108400,247225
50000,12500,328125
112925,132450,145250
130649,106009,153967
142419,93729,154477
17550,70725,302350
158926,110192,121507
138314,80089,172222
75168,60318,255139
147665,119260,123700
136724,45599,208302
274375,22500,93750
198125,5000,187500
55250,177850,157525
120971,94296,175358
122110,115645,152870
128600,73200,188825
102435,110093,178097
119684,94420,176521
101845,126220,162560
107875,200600,82150
186440,64040,140145
148589,117774,124262
107400,125750,157475
184852,110224,95549
125032,72322,193271
302715,43212,44698
171840,71240,147545
114650,205350,70625
111480,122005,157140
117410,124620,148595
168625,26250,195750
147630,56130,186865
74208,149145,167272
110500,55125,225000
68729,43941,277955
68625,81000,241000
114756,115856,160013
117828,69258,203539
107867,108648,174110
172750,2250,215625
34375,37500,318750
137636,123736,129253
68596,114101,207928
96268,163064,131293
130574,139653,120398
141933,99737,148955
77125,22625,290875
116235,82709,191681
67450,76875,246300
61849,195218,133558
66469,131228,192928
115825,143200,131600
130300,83925,176400
125540,108190,156895
124470,152890,113265
70625,73375,246625
283260,38760,68605
103560,116308,170757
154559,96920,139146
157500,61250,171875
68320,123750,198555
144266,73641,172718
204600,102225,83800
122475,182450,85700
211450,82425,96750
125100,173650,91875
63825,137675,189125
131750,157625,101250
128558,80733,181334
137005,106755,146865
205815,58090,126720
139725,106175,144725
201675,126192,62758
105150,56475,229000
147575,132750,110300
76239,70254,244132
102900,105000,182725
123150,139500,127975
180444,79532,130649
88709,134532,167384
135670,113629,141326
88650,89575,212400
101375,106825,182425
121503,109003,160119
226942,44060,119623
148413,82747,159465
181920,84330,124375
110325,141775,138525
150900,44650,195075
48423,66046,276156
42609,64016,284000
189857,92082,108686
80400,73800,236425
75725,46500,268400
176586,37542,176497
31750,39850,319025
245672,50814,94139
200835,49223,140567
32500,1875,356250
57775,40700,292150
140125,146800,103700
93750,0,296875
199375,39375,151875
178040,98200,114385
136074,139548,115003
90053,68436,232136
215387,64784,110454
86175,163250,141200
141452,75830,173343
61725,245900,83000
171002,79302,140321
93255,78530,218840
62460,189770,138395
197076,70233,123316
13750,75500,301375
138250,30050,222325
216935,85295,88395
132924,134026,123675
104103,85799,200723
85775,133600,171250
56550,97650,236425
171875,0,218750
88163,87888,214574
76300,176050,138275
215625,52750,122250
73150,21675,295800
234600,14625,141400
195143,105388,90094
95900,82675,212050
128850,39450,222325
64050,90200,236375
147030,128795,114800
26884,70776,292965
201130,110718,78777
160544,105692,124389
136250,31250,223125
63225,162900,164500
45650,131125,213850
125100,115650,149875
17050,3450,370125
94403,97348,198874
158678,91941,140006
55200,144950,190475
247750,31750,111125
155950,135800,98875
198600,69575,122450
117825,171475,101325
137243,142332,111050
112380,151955,126290
187500,0,203125
130225,104400,156000
56325,96675,237625
179877,86672,124076
201445,64957,124223
147675,89100,153850
119630,90802,180193
203925,97275,89425
83320,127050,180255
75600,44750,270275
163478,150032,77115
138700,127925,124000
111000,89350,190275
109475,33650,247500
123128,98716,168781
67500,126825,196300
45268,236039,109318
194625,62590,133410
157900,47850,184875
100000,40500,250125
143225,95700,151700
118930,108960,162735
82200,126000,182425
143311,99046,148268
51750,163800,175075
182950,71100,136575
65825,34150,290650
125791,122077,142757
102375,88850,199400
118654,134281,137690
100910,130290,159425
26250,163875,200500
170500,33450,186675
174705,82430,133490
100352,88652,201621
79375,195250,116000
132011,95584,163030
129627,48680,212318
64885,41320,284420
38925,56850,294850
87915,57165,245545
68576,98989,223060
198025,122375,70225
144710,127760,118155
182060,145785,62780
154600,104575,131450
80025,179625,130975
159822,90652,140151
129260,108360,153005
64350,59325,266950
142275,87925,160425
68800,86425,235400
120050,98500,172075
130480,60090,200055
92887,69512,228226
30000,7650,352975
237670,7820,145135
166000,28800,195825
264883,40991,84751
78700,107125,204800
161050,147025,82550
83554,177809,129262
62625,35875,292125
87375,122578,180672
84450,179050,127125
