0,1,2
143320,62090,185215
171275,94950,124400
56875,256875,76875
282375,29450,78800
147375,198750,44500
252119,53428,85078
305350,28350,56925
190725,32500,167400
227500,70500,92625
330091,32162,28372
86625,178800,125200
196318,120095,74212
277150,50550,62925
161545,132180,96900
97510,169995,123120
216920,107015,66690
182091,116892,91642
89541,122865,178219
141615,157395,91615
196630,88435,105560
206441,113992,70192
184375,142500,63750
183125,77500,130000
124459,115208,150958
251200,35425,104000
127183,88308,175134
69450,114300,206875
153490,125170,111965
169003,83208,138414
68700,58410,263515
183425,55975,151225
184225,56750,149650
264375,86250,40000
257625,105000,28000
177150,115675,97800
103112,202390,85123
191125,142500,57000
387500,3125,0
187945,73290,129390
212450,100275,77900
152750,159175,78700
233405,124260,32960
215975,52800,121850
274500,39000,77125
283225,94600,12800
135950,43750,210925
257650,62675,70300
172750,133000,84875
141040,80440,169145
345625,45000,0
234745,49320,106560
237136,102344,51145
313375,23625,53625
92560,86120,211945
39795,255645,95185
39975,133675,216975
141556,91164,157905
140625,122950,127050
13125,351850,25650
160100,135850,94675
143610,108970,138045
307425,13900,69300
375000,13750,1875
189850,91650,109125
286367,40146,64112
250000,27225,113400
310861,61152,18612
57350,62425,270850
203125,187500,0
46250,255875,88500
74325,148920,167380
79625,177600,133400
148562,221494,20569
113640,170608,106377
221955,91105,77565
78019,167852,144754
91775,10150,288700
318172,15014,57439
105175,113060,172390
158125,210000,22500
175000,161250,54375
229875,120750,40000
219725,124950,45950
284505,65110,41010
199385,63970,127270
227725,18000,144900
84445,52490,253690
181596,52808,156221
218321,139052,33252
107811,225608,57206
193125,67500,130000
275000,50000,65625
189375,72500,128750
312382,33847,44396
146825,121400,122400
309525,52075,29025
349225,35900,5500
193162,120486,76977
247500,53850,89275
261300,74975,54350
74375,64700,251550
148725,120250,121650
224401,72562,93662
205850,84900,99875
309905,48560,32160
78125,262500,50000
172375,185000,33250
270144,48853,71628
124700,188025,77900
174100,155325,61200
156426,148773,85426
209797,91781,89047
183350,109100,98175
86414,145132,159079
193495,101150,95980
155300,117050,118275
26820,63025,300780
96150,249050,45425
322925,59150,8550
128125,210625,51875
319950,36600,34075
101420,160920,128285
126625,228375,35625
235370,103180,52075
122350,76922,191353
141875,123750,125000
221200,88250,81175
256025,60100,74500
340900,16650,33075
136100,14600,239925
281250,48300,61075
62325,251150,77150
79575,70350,240700
200950,56100,133575
175495,107886,107244
245025,82714,62886
116775,167550,106300
149431,63134,178060
173610,108695,108320
110875,196600,83150
183300,68900,138425
203575,156500,30550
130350,135450,124825
157750,140000,92875
136250,86700,167675
377775,2975,9875
155420,79695,155510
162757,140186,87682
264375,78400,47850
124481,167556,98588
306200,45000,39425
107120,210120,73385
147500,34225,208900
177428,170711,42486
23575,79500,287550
154390,86735,149500
225025,78200,87400
176690,110135,103800
175425,128175,87025
135900,149550,105175
193024,121927,75674
264000,53500,73125
87850,196515,106260
137561,95832,157232
203596,94002,93027
191500,67500,131625
91875,37000,261750
129375,184000,77250
212919,95378,82328
95350,136200,159075
148573,161110,80942
83700,197425,109500
364775,25850,0
200610,88295,101720
183625,191125,15875
125375,159250,106000
80375,279925,30325
156475,140300,93850
225164,78409,87052
80850,170100,139675
168580,98835,123210
236097,98939,55589
162920,127720,99985
213033,86377,91215
154863,95290,140472
243000,9600,138025
173250,87375,130000
195625,134875,60125
123600,49000,218025
138513,117924,134188
218750,92375,79500
209575,98450,82600
214197,44520,131908
188800,35100,166725
384817,2904,2904
136260,134210,120155
91226,79407,219992
172376,54771,163478
97779,188773,104073
122375,155375,112875
87039,39877,263709
192725,126000,71900
219850,63350,107425
251325,58675,80625
133650,142700,114275
273256,51972,65397
365885,18920,5820
276375,72400,41850
302450,39825,48350
91250,82500,216875
98900,233325,58400
207350,132000,51275
169655,120292,100678
114050,110725,165850
239575,11550,139500
288500,9375,92750
156245,105230,129150
118422,96859,175344
156229,73892,160504
276800,35475,78350
217125,85500,88000
124375,106450,159800
293500,20625,76500
381750,2875,6000
199000,106900,84725
143854,98858,147913
61625,224300,104700
117500,0,273125
210657,62784,117184
258900,110125,21600
199509,52858,138258
119790,104145,166690
247475,113175,29975
266437,77262,46926
124525,188900,77200
311025,74800,4800
264365,92130,34130
143375,193140,54110
105335,230885,54405
190625,108750,91250
288092,64611,37922
59346,303942,27337
151900,39300,199425
149450,38275,202900
106565,105280,178780
351534,27764,11327
277050,82500,31075
200521,70158,119946
140000,146525,104100
84275,229700,76650
161409,92658,136558
171374,65566,153685
74725,66200,249700
167039,122143,101443
281176,88037,21412
152970,164131,73524
236035,75700,78890
210050,96725,83850
104738,142281,143606
282275,37500,70850
89900,135075,165650
256250,62150,72225
242150,66475,82000
246925,45000,98700
289800,36075,64750
179695,136701,74229
132100,75300,183225
121585,130080,138960
173849,90100,126676
296875,52500,41250
253125,53125,84375
144609,145362,100654
91800,91100,207725
195670,16495,178460
180675,140850,69100
126775,140100,123750
140029,62598,187998
106875,187500,96250
186070,117840,86715
137347,163926,89352
110075,123750,156800
139079,224024,27522
208410,169320,12895
177500,149750,63375
110681,13860,266084
157625,74750,158250
149083,179033,62509
238375,123250,29000
168800,108100,113725
240745,104330,45550
296875,0,93750
275725,46500,68400
108115,207730,74780
135828,125661,129136
123250,29125,238250
165389,158084,67152
250097,74514,66014
295475,35050,60100
141675,176000,72950
237125,87500,66000
66075,234200,90350
265000,5000,120625
312500,18375,59750
166066,101280,123279
144446,160002,86177
78050,172975,139600
347954,28398,14273
77868,253841,58916
124375,218975,47275
70000,320625,0
100975,149125,140525
119375,77900,193350
301225,20100,69300
379300,6600,4725
197550,53175,139900
143473,101468,145684
249550,51900,89175
94855,190440,105330
266125,116400,8100
152875,172750,65000
183575,150900,56150
297625,27000,66000
249672,29141,111812
278250,43125,69250
175363,123832,91430
101430,89819,199376
229375,16650,144600
211525,61500,117600
177000,39625,174000
212421,92603,85601
169446,107624,113555
107157,87153,196315
226875,80625,83125
137680,172090,80855
344471,16952,29202
138350,101875,150400
135485,186520,68620
242355,80680,67590
334375,40050,16200
217085,91295,82245
234754,96567,59304
205206,73383,112036
57440,216305,116880
109702,178652,102271
293525,31700,65400
166925,105450,118250
170450,100100,120075
188228,128178,74219
233795,94093,62737
235665,95990,58970
269450,53800,67375
159460,109835,121330
141816,179183,69626
55875,304550,30200
127925,117660,145040
150686,87778,152161
300525,29800,60300
301700,36925,52000
120265,193380,76980
198550,75775,116300
149658,171676,69291
181625,122375,86625
80800,199950,109875
187325,159500,43800
163452,115246,111927
150280,122410,117935
159450,162800,68375
199045,66690,124890
198522,110655,81448
202650,68250,119725
83440,21105,286080
251875,80750,58000
108450,145275,136900
390625,0,0
291625,34500,64500
84175,58650,247800
207250,139500,43875
228125,95000,67500
205625,25000,160000
168750,57625,164250
270733,44426,75466
178875,86350,125400
192760,156895,40970
118200,171925,100500
251541,36942,102142
146434,68333,175858
280740,41780,68105
111475,131825,147325
159400,133875,97350
251300,94950,44375
155925,116125,118575
267706,46173,76746
185775,91500,113350
209077,88374,93174
100645,181450,108530
203050,102075,85500
174500,60000,156125
156458,139346,94821
160916,142017,87692
137500,188625,64500
161645,63960,165020
319525,14400,56700
162500,72600,155525
159875,57375,173375
132983,210146,47496
93085,215980,81560
136250,244375,10000
278875,48800,62950
121500,102475,166650
72125,294625,23875
222946,61227,106452
116325,148375,125925
137400,153275,99950
296875,24450,69300
345950,15975,28700
149333,105339,135953
239489,93413,57723
205325,144675,40625
269625,2750,118250
192300,154400,43925
145245,75020,170360
238425,15400,136800
172883,115684,102058
211387,93051,86187
116275,109700,164650
44250,97750,248625
329305,14730,46590
83125,83125,224375
112199,212402,66024
298025,46900,45700
124225,128800,137600
124213,250824,15588
285045,67390,38190
234375,156250,0
133450,94725,162450
277175,10325,103125
157700,85380,147545
82525,31000,277100
210125,59850,120650
168275,98500,123850
126211,187866,76548
43750,343750,3125
319375,71250,0
237546,69973,83106
212097,68664,109864
110975,215400,64250
134225,151700,104700
148325,106925,135375
103601,220665,66359
218550,40700,131375
165900,112350,112375
189375,95475,105775
128325,81000,181300
188925,170800,30900
221803,107164,61658
144425,145650,100550
167425,144486,78714
260167,75662,54796
171875,26250,192500
200500,81300,108825
150644,105517,134464
141147,49756,199722
243125,56250,91250
81645,122747,186233
