"coord. (T1, T2, T3)",n_right,n_left,D-LR,g-test,p-value(g-test),index
main subtriangle,14808,14646,0.006,0.891,0.345,NA
"[(0.0, 0.01), (0.0, 0.01), (0.99, 1.0)]",3,1,0.500,1.046,0.306,4950
"[(0.0, 0.01), (0.0, 0.01), (0.98, 0.99)]",0,0,,,,4949
"[(0.0, 0.01), (0.01, 0.02), (0.98, 0.99)]",0,0,,,,4948
"[(0.0, 0.01), (0.01, 0.02), (0.97, 0.98)]",0,0,,,,4947
"[(0.0, 0.01), (0.02, 0.03), (0.97, 0.98)]",0,0,,,,4946
"[(0.0, 0.01), (0.02, 0.03), (0.96, 0.97)]",0,0,,,,4945
"[(0.0, 0.01), (0.03, 0.04), (0.96, 0.97)]",0,1,-1.000,1.386,0.239,4944
"[(0.0, 0.01), (0.03, 0.04), (0.95, 0.96)]",1,0,1.000,1.386,0.239,4943
"[(0.0, 0.01), (0.04, 0.05), (0.95, 0.96)]",0,0,,,,4942
"[(0.0, 0.01), (0.04, 0.05), (0.94, 0.95)]",0,0,,,,4941
"[(0.0, 0.01), (0.05, 0.06), (0.94, 0.95)]",0,0,,,,4940
"[(0.0, 0.01), (0.05, 0.06), (0.93, 0.94)]",0,0,,,,4939
"[(0.0, 0.01), (0.06, 0.07), (0.93, 0.94)]",0,0,,,,4938
"[(0.0, 0.01), (0.06, 0.07), (0.92, 0.93)]",0,0,,,,4937
"[(0.0, 0.01), (0.07, 0.08), (0.92, 0.93)]",0,0,,,,4936
"[(0.0, 0.01), (0.07, 0.08), (0.91, 0.92)]",0,0,,,,4935
"[(0.0, 0.01), (0.08, 0.09), (0.91, 0.92)]",0,0,,,,4934
"[(0.0, 0.01), (0.08, 0.09), (0.9, 0.91)]",0,0,,,,4933
"[(0.0, 0.01), (0.09, 0.1), (0.9, 0.91)]",0,0,,,,4932
"[(0.0, 0.01), (0.09, 0.1), (0.89, 0.9)]",0,0,,,,4931
"[(0.0, 0.01), (0.1, 0.11), (0.89, 0.9)]",0,0,,,,4930
"[(0.0, 0.01), (0.1, 0.11), (0.88, 0.89)]",0,0,,,,4929
"[(0.0, 0.01), (0.11, 0.12), (0.88, 0.89)]",0,0,,,,4928
